站间区间,选定等级,规划用时(s),停站时间(s),历史停站时间(s),停站偏差(s),历史用时(s),规划能耗(Wh),历史能耗(Wh),历史模型回放能耗(Wh),能耗对比基准,节能量(Wh),曲线来源,父等级,支持等级,真实样本数,父等级真实样本数,样本可靠性,规划阶段,MASS,全局趟次ID,历史segment,历史来源run_id
下应路-大洋江,class3,106.0,29.0,29.0,0.0,108.75,11085.37,11829.29,11518.94,历史原始实测能耗,743.92,real,class3,class3,65,65,strong,energy_first,215.84,UP044_20240708_120252_R2360,43.0,2370.0
大洋江-泗港,class3,92.0,29.0,29.0,0.0,90.3,10559.94,12173.5,12117.51,历史原始实测能耗,1613.56,real,class3,class3,99,99,strong,energy_first,215.44,UP044_20240708_120252_R2360,43.0,2371.0
泗港-曹隘,class4,137.0,31.0,31.0,0.0,135.1,24127.28,22647.71,23968.28,历史原始实测能耗,-1479.57,real,class4,class4,82,82,strong,energy_first,215.64,UP044_20240708_120252_R2360,43.0,2372.0
曹隘-柳隘,class4,113.0,30.0,30.0,0.0,106.8,12120.01,20743.6,17114.01,历史原始实测能耗,8623.59,real,class4,class4,1,1,weak,energy_first,215.92,UP044_20240708_120252_R2360,43.0,2373.0
柳隘-海晏北路,class3,92.0,43.0,43.0,0.0,90.5,11482.43,13872.06,14181.43,历史原始实测能耗,2389.63,real,class3,class3,35,35,strong,energy_first,216.22,UP044_20240708_120252_R2360,43.0,2374.0
海晏北路-民安东路,class3,85.0,29.0,29.0,0.0,83.9,13843.43,15530.12,14207.62,历史原始实测能耗,1686.69,real,class3,class3,41,41,strong,energy_first,216.64,UP044_20240708_120252_R2360,43.0,2375.0
民安东路-会展中心,class4,83.0,30.0,30.0,0.0,77.35,7551.29,12126.73,11764.83,历史原始实测能耗,4575.44,extrapolated_adjacent,class3,class3,0,8,generated,energy_first,216.64,UP044_20240708_120252_R2360,42.0,2376.0
会展中心-院士路,class3,115.0,30.0,30.0,0.0,115.25,14381.53,14497.53,14081.84,历史原始实测能耗,116.0,real,class3,class3,104,104,strong,energy_first,216.14,UP044_20240708_120252_R2360,42.0,2377.0
院士路-盎孟港,class4,96.0,29.0,29.0,0.0,90.05,13293.02,18229.81,17243.43,历史原始实测能耗,4936.79,extrapolated_adjacent,class3,class3,0,99,generated,energy_first,215.64,UP044_20240708_120252_R2360,42.0,2378.0
盎孟港-三官堂,class2,132.0,34.0,34.0,0.0,140.3,17811.68,17590.31,17581.51,历史原始实测能耗,-221.37,real,class2,class2,52,52,strong,energy_first,215.64,UP044_20240708_120252_R2360,42.0,2379.0
三官堂-兴庄路,class1,94.0,30.0,30.0,0.0,104.0,13531.83,10805.44,11641.49,历史原始实测能耗,-2726.39,extrapolated_adjacent,class2,class2,0,46,generated,energy_first,215.54,UP044_20240708_120252_R2360,42.0,2380.0
兴庄路-兴海南路,class4,96.0,29.0,29.0,0.0,91.7,9182.21,11547.83,11343.28,历史原始实测能耗,2365.62,extrapolated_adjacent,class3,class3,0,72,generated,energy_first,215.44,UP044_20240708_120252_R2360,42.0,2381.0
兴海南路-梅堰,class4,86.0,35.0,35.0,0.0,81.65,9388.69,11653.23,11635.76,历史原始实测能耗,2264.54,extrapolated_adjacent,class3,class3,0,73,generated,energy_first,215.44,UP044_20240708_120252_R2360,42.0,2382.0
梅堰-永茂路,class3,313.0,27.0,27.0,0.0,330.35,30276.09,25654.1,26501.72,历史原始实测能耗,-4621.99,real,class3,class3,20,20,strong,energy_first,215.44,UP044_20240708_120252_R2360,34.0,2383.0
永茂路-镇海大道,class5,164.1,28.0,28.0,0.0,142.55,14710.2,17910.85,18506.59,历史原始实测能耗,3200.65,extrapolated_adjacent,class4,class4,0,1,generated,energy_first,215.24,UP044_20240708_120252_R2360,42.0,2384.0
镇海大道-骆驼桥,class2,116.0,0.0,0.0,0.0,117.1,19884.8,20228.21,19819.12,历史原始实测能耗,343.41,real,class2,class2,101,101,strong,energy_first,215.24,UP044_20240708_120252_R2360,42.0,2385.0
--- 总计 ---,节能率: 7.28%,3035.2,775.0,775.0,0.0,3810.2000000000003,376244.32,405776.23,403304.22,历史原始实测能耗,29531.91,,,,,,,energy_first,,,,
