section,segment,rows,duration_s,distance_m,real_energy_wh,fusion_energy_wh,fusion_error_pct,run_class,quality_label,service_no,date_service,figure
石碶-雅渡,118,1654,82.65,840.408,12435.246,12700.773,2.135,3,0,73118,07/3073118,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_118_07_3073118.jpg
石碶-雅渡,119,1644,82.15,840.376,12844.03,12852.137,0.063,3,0,73119,07/3073119,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_119_07_3073119.jpg
石碶-雅渡,120,1641,82.0,840.121,12674.107,12696.969,0.18,3,0,73120,07/3073120,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_120_07_3073120.jpg
石碶-雅渡,121,1630,81.45,839.823,12549.47,12590.169,0.324,3,0,73121,07/3073121,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_121_07_3073121.jpg
石碶-雅渡,122,1631,81.5,840.86,11566.911,11625.383,0.506,3,0,73122,07/3073122,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_122_07_3073122.jpg
石碶-雅渡,123,1645,82.2,840.026,12977.816,12962.865,-0.115,3,0,73123,07/3073123,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_123_07_3073123.jpg
石碶-雅渡,124,1666,83.25,840.27,12825.914,12660.953,-1.286,3,1,73124,07/3073124,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_124_07_3073124.jpg
雅渡-庙堰,0,2679,133.9,1859.094,20522.665,20089.662,-2.11,3,0,70100,07/0170100,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_000_07_0170100.jpg
雅渡-庙堰,1,2577,128.8,1860.587,22674.86,22333.068,-1.507,2,0,70101,07/0170101,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_001_07_0170101.jpg
雅渡-庙堰,2,2629,131.4,1860.185,21037.347,20872.673,-0.783,3,0,70102,07/0170102,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_002_07_0170102.jpg
雅渡-庙堰,3,2642,132.05,1860.248,20638.427,20588.839,-0.24,3,0,70103,07/0170103,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_003_07_0170103.jpg
雅渡-庙堰,4,2601,130.0,1860.463,21102.915,20949.359,-0.728,2,0,70104,07/0170104,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_004_07_0170104.jpg
雅渡-庙堰,5,2674,133.65,1860.466,20940.582,20669.101,-1.296,3,0,70105,07/0170105,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_005_07_0170105.jpg
雅渡-庙堰,6,2618,130.85,1860.796,21156.42,21056.933,-0.47,3,0,70106,07/0170106,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_006_07_0170106.jpg
雅渡-庙堰,7,2619,130.9,1860.998,21344.766,21013.383,-1.553,3,1,70107,07/0170107,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_007_07_0170107.jpg
雅渡-庙堰,8,2581,129.0,1860.203,22390.617,22010.058,-1.7,2,0,70208,07/0270208,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_008_07_0270208.jpg
雅渡-庙堰,9,2602,130.05,1861.245,21366.445,21238.357,-0.599,2,0,70209,07/0270209,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_009_07_0270209.jpg
雅渡-庙堰,10,2679,133.9,1860.051,20114.895,19874.475,-1.195,3,0,70210,07/0270210,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_010_07_0270210.jpg
雅渡-庙堰,11,2656,132.75,1861.769,20254.034,20157.089,-0.479,3,0,70211,07/0270211,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_011_07_0270211.jpg
雅渡-庙堰,12,2583,129.1,1861.535,21677.801,21389.388,-1.33,2,0,70212,07/0270212,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_012_07_0270212.jpg
雅渡-庙堰,13,2581,129.0,1859.978,21647.251,21373.593,-1.264,2,0,70213,07/0270213,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_013_07_0270213.jpg
雅渡-庙堰,14,2614,130.65,1860.754,21190.728,21050.502,-0.662,3,1,70214,07/0270214,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_014_07_0270214.jpg
雅渡-庙堰,15,2594,129.65,1861.072,21895.467,21413.644,-2.201,2,0,70315,07/0370315,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_015_07_0370315.jpg
雅渡-庙堰,16,2674,133.65,1860.446,20937.739,20617.43,-1.53,3,0,70316,07/0370316,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_016_07_0370316.jpg
雅渡-庙堰,17,2654,132.65,1860.203,20592.686,20257.417,-1.628,3,0,70317,07/0370317,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_017_07_0370317.jpg
雅渡-庙堰,18,2696,134.75,1859.525,20274.168,20196.429,-0.383,3,0,70318,07/0370318,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_018_07_0370318.jpg
雅渡-庙堰,19,2625,131.2,1860.467,20506.137,20378.812,-0.621,3,0,70319,07/0370319,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_019_07_0370319.jpg
雅渡-庙堰,20,2580,128.95,1860.294,22001.835,21597.964,-1.836,2,0,70320,07/0370320,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_020_07_0370320.jpg
雅渡-庙堰,21,2658,132.85,1860.676,20417.771,20226.241,-0.938,3,0,70321,07/0370321,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_021_07_0370321.jpg
雅渡-庙堰,22,2586,129.25,1860.885,18223.641,18285.248,0.338,2,1,70322,07/0370322,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_022_07_0370322.jpg
雅渡-庙堰,23,2675,133.7,1860.517,20935.45,20625.476,-1.481,3,0,70423,07/0470423,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_023_07_0470423.jpg
雅渡-庙堰,24,2609,130.4,1860.775,21677.408,21256.026,-1.944,2,0,70424,07/0470424,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_024_07_0470424.jpg
雅渡-庙堰,25,2630,131.45,1861.055,21564.904,21503.129,-0.286,3,0,70425,07/0470425,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_025_07_0470425.jpg
雅渡-庙堰,26,2602,130.05,1859.509,21802.411,21241.409,-2.573,2,0,70526,07/0570526,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_026_07_0570526.jpg
雅渡-庙堰,27,2705,135.2,1860.189,20474.963,20225.301,-1.219,3,0,70527,07/0570527,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_027_07_0570527.jpg
雅渡-庙堰,28,2609,130.4,1860.716,21390.001,21145.432,-1.143,2,0,70528,07/0570528,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_028_07_0570528.jpg
雅渡-庙堰,29,2651,132.5,1860.352,20461.387,20243.805,-1.063,3,0,70529,07/0570529,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_029_07_0570529.jpg
雅渡-庙堰,30,2628,131.35,1860.377,21500.252,21352.279,-0.688,3,0,70530,07/0570530,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_030_07_0570530.jpg
雅渡-庙堰,31,2605,130.2,1861.183,21586.018,21413.604,-0.799,2,0,70531,07/0570531,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_031_07_0570531.jpg
雅渡-庙堰,32,2629,131.4,1860.34,21432.695,21114.661,-1.484,3,1,70532,07/0570532,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_032_07_0570532.jpg
雅渡-庙堰,33,2623,131.1,1859.603,21726.969,21239.765,-2.242,3,0,70633,07/0670633,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_033_07_0670633.jpg
雅渡-庙堰,34,2674,133.65,1860.935,20647.106,20597.25,-0.241,3,0,70634,07/0670634,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_034_07_0670634.jpg
雅渡-庙堰,35,2609,130.4,1860.653,21589.603,21276.787,-1.449,2,0,70635,07/0670635,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_035_07_0670635.jpg
雅渡-庙堰,36,2595,129.7,1860.832,21501.223,21110.942,-1.815,2,0,70636,07/0670636,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_036_07_0670636.jpg
雅渡-庙堰,37,2634,131.65,1859.811,20829.79,20728.027,-0.489,3,0,70637,07/0670637,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_037_07_0670637.jpg
雅渡-庙堰,38,2633,131.6,1860.444,21711.127,21562.492,-0.685,3,0,70638,07/0670638,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_038_07_0670638.jpg
雅渡-庙堰,39,2628,131.35,1859.892,21666.808,21383.482,-1.308,3,0,70639,07/0670639,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_039_07_0670639.jpg
雅渡-庙堰,40,2512,125.55,1860.449,18915.201,18928.782,0.072,1,1,70640,07/0670640,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_040_07_0670640.jpg
雅渡-庙堰,41,2675,133.7,1889.598,20805.038,21283.546,2.3,3,0,70841,07/0870841,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_041_07_0870841.jpg
雅渡-庙堰,42,2729,136.4,1889.168,19589.375,20029.751,2.248,4,0,70842,07/0870842,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_042_07_0870842.jpg
雅渡-庙堰,43,2623,131.1,1889.199,21079.578,21499.756,1.993,3,0,70843,07/0870843,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_043_07_0870843.jpg
雅渡-庙堰,44,2738,136.85,1889.729,19520.258,19851.18,1.695,4,0,70844,07/0870844,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_044_07_0870844.jpg
雅渡-庙堰,45,2602,130.05,1889.56,21163.427,21530.288,1.733,2,0,70845,07/0870845,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_045_07_0870845.jpg
雅渡-庙堰,46,2680,133.95,1890.098,20122.794,20655.082,2.645,3,0,70846,07/0870846,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_046_07_0870846.jpg
雅渡-庙堰,47,2624,131.15,1890.175,21081.358,21492.812,1.952,3,1,70847,07/0870847,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_047_07_0870847.jpg
雅渡-庙堰,48,2658,132.85,1889.697,19916.739,20314.364,1.996,3,0,70948,07/0970948,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_048_07_0970948.jpg
雅渡-庙堰,49,2661,133.0,1889.485,21239.447,21712.406,2.227,3,0,70949,07/0970949,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_049_07_0970949.jpg
雅渡-庙堰,50,2662,133.05,1889.623,20740.955,21207.126,2.248,3,0,70950,07/0970950,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_050_07_0970950.jpg
雅渡-庙堰,51,2731,136.5,1889.911,19541.402,20053.629,2.621,4,0,70951,07/0970951,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_051_07_0970951.jpg
雅渡-庙堰,52,2725,136.2,1889.885,19705.389,20139.777,2.204,4,0,70952,07/0970952,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_052_07_0970952.jpg
雅渡-庙堰,53,2656,132.75,1889.814,21271.595,21776.872,2.375,3,0,70953,07/0970953,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_053_07_0970953.jpg
雅渡-庙堰,54,2620,130.95,1889.331,21306.152,21836.712,2.49,3,0,70954,07/0970954,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_054_07_0970954.jpg
雅渡-庙堰,55,2567,128.3,1889.991,21121.87,21382.091,1.232,2,1,70955,07/0970955,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_055_07_0970955.jpg
雅渡-庙堰,56,2638,131.85,1889.381,20681.87,21142.747,2.228,3,0,71056,07/1071056,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_056_07_1071056.jpg
雅渡-庙堰,57,2605,130.2,1889.445,21911.201,22165.5,1.161,2,0,71057,07/1071057,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_057_07_1071057.jpg
雅渡-庙堰,58,2624,131.15,1889.933,21769.098,22192.866,1.947,3,0,71058,07/1071058,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_058_07_1071058.jpg
雅渡-庙堰,59,2713,135.6,1889.641,16666.723,17139.941,2.839,4,1,71059,07/1071059,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_059_07_1071059.jpg
雅渡-庙堰,60,2605,130.2,1859.618,21587.108,21169.429,-1.935,2,0,71560,07/1571560,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_060_07_1571560.jpg
雅渡-庙堰,61,2588,129.35,1861.056,22873.462,22652.11,-0.968,2,0,71561,07/1571561,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_061_07_1571561.jpg
雅渡-庙堰,62,2610,130.45,1860.274,21410.648,21228.118,-0.853,2,0,71562,07/1571562,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_062_07_1571562.jpg
雅渡-庙堰,63,2705,135.2,1860.803,20521.616,20400.419,-0.591,3,0,71563,07/1571563,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_063_07_1571563.jpg
雅渡-庙堰,64,2625,131.2,1860.89,21540.072,21264.492,-1.279,3,0,71564,07/1571564,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_064_07_1571564.jpg
雅渡-庙堰,65,2647,132.3,1860.283,21612.44,21406.953,-0.951,3,0,71565,07/1571565,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_065_07_1571565.jpg
雅渡-庙堰,66,2602,130.05,1861.228,22986.28,22872.231,-0.496,2,0,71666,07/1671666,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_066_07_1671666.jpg
雅渡-庙堰,67,2643,132.1,1860.908,20853.678,20849.973,-0.018,3,0,71667,07/1671667,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_067_07_1671667.jpg
雅渡-庙堰,68,2604,130.15,1860.744,21287.424,21012.911,-1.29,2,0,71668,07/1671668,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_068_07_1671668.jpg
雅渡-庙堰,69,2708,135.35,1859.974,20480.316,20367.226,-0.552,3,0,71669,07/1671669,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_069_07_1671669.jpg
雅渡-庙堰,70,2639,131.9,1860.854,20833.194,20644.358,-0.906,3,0,71670,07/1671670,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_070_07_1671670.jpg
雅渡-庙堰,71,2699,134.9,1860.207,20002.062,19887.126,-0.575,3,0,71671,07/1671671,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_071_07_1671671.jpg
雅渡-庙堰,72,2629,131.4,1860.568,21623.921,21455.035,-0.781,3,1,71672,07/1671672,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_072_07_1671672.jpg
雅渡-庙堰,73,2590,129.45,1860.498,21793.925,21268.923,-2.409,2,0,71773,07/1771773,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_073_07_1771773.jpg
雅渡-庙堰,74,2625,131.2,1860.109,21462.241,20866.871,-2.774,3,0,71874,07/1871874,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_074_07_1871874.jpg
雅渡-庙堰,75,2579,128.9,1860.801,22881.566,22569.563,-1.364,2,0,71875,07/1871875,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_075_07_1871875.jpg
雅渡-庙堰,76,2692,134.55,1860.953,20199.567,20162.435,-0.184,3,0,71876,07/1871876,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_076_07_1871876.jpg
雅渡-庙堰,77,2687,134.3,1860.744,20357.169,20299.387,-0.284,3,0,71877,07/1871877,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_077_07_1871877.jpg
雅渡-庙堰,78,2687,134.3,1860.571,20309.558,20107.147,-0.997,3,0,71878,07/1871878,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_078_07_1871878.jpg
雅渡-庙堰,79,2621,131.0,1860.21,21259.139,21044.942,-1.008,3,0,71879,07/1871879,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_079_07_1871879.jpg
雅渡-庙堰,80,2608,130.35,1861.142,21172.544,21034.659,-0.651,2,0,71880,07/1871880,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_080_07_1871880.jpg
雅渡-庙堰,81,2784,139.15,1860.685,17474.26,17816.997,1.961,4,1,71881,07/1871881,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_081_07_1871881.jpg
雅渡-庙堰,82,2639,131.9,1860.523,21788.429,21452.641,-1.541,3,0,71982,07/1971982,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_082_07_1971982.jpg
雅渡-庙堰,83,2663,133.1,1860.987,20730.663,20747.664,0.082,3,0,71983,07/1971983,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_083_07_1971983.jpg
雅渡-庙堰,84,2620,130.95,1860.647,20972.967,20824.643,-0.707,3,0,71984,07/1971984,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_084_07_1971984.jpg
雅渡-庙堰,85,2731,136.5,1860.398,19365.6,19285.877,-0.412,4,0,71985,07/1971985,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_085_07_1971985.jpg
雅渡-庙堰,86,2594,129.65,1861.024,21820.246,21420.349,-1.833,2,0,71986,07/1971986,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_086_07_1971986.jpg
雅渡-庙堰,87,2587,129.3,1861.101,21563.984,21361.229,-0.94,2,0,71987,07/1971987,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_087_07_1971987.jpg
雅渡-庙堰,88,2640,131.95,1861.701,20989.321,20827.902,-0.769,3,1,71988,07/1971988,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_088_07_1971988.jpg
雅渡-庙堰,89,2673,133.6,1890.892,21188.102,21640.118,2.133,3,0,72689,07/2672689,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_089_07_2672689.jpg
雅渡-庙堰,90,2724,136.15,1889.819,19591.006,20071.242,2.451,4,0,72690,07/2672690,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_090_07_2672690.jpg
雅渡-庙堰,91,2744,137.15,1890.191,19424.767,19886.895,2.379,4,0,72691,07/2672691,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_091_07_2672691.jpg
雅渡-庙堰,92,2735,136.7,1889.398,19558.286,20055.123,2.54,4,0,72692,07/2672692,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_092_07_2672692.jpg
雅渡-庙堰,93,2611,130.5,1890.322,21091.621,21500.356,1.938,2,0,72693,07/2672693,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_093_07_2672693.jpg
雅渡-庙堰,94,2582,129.05,1889.987,21550.004,22033.705,2.245,2,0,72694,07/2672694,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_094_07_2672694.jpg
雅渡-庙堰,95,2663,133.1,1889.971,20676.563,21271.325,2.877,3,1,72695,07/2672695,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_095_07_2672695.jpg
雅渡-庙堰,96,2614,130.65,1890.133,21812.081,22031.742,1.007,3,0,72796,07/2772796,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_096_07_2772796.jpg
雅渡-庙堰,97,2635,131.7,1889.541,21104.138,21605.567,2.376,3,0,72797,07/2772797,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_097_07_2772797.jpg
雅渡-庙堰,98,2658,132.85,1889.457,20291.415,20927.022,3.132,3,0,72798,07/2772798,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_098_07_2772798.jpg
雅渡-庙堰,99,2651,132.5,1889.901,21416.244,21941.215,2.451,3,0,72799,07/2772799,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_099_07_2772799.jpg
雅渡-庙堰,100,2656,132.75,1889.534,20377.676,20986.207,2.986,3,0,72800,07/2772800,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_100_07_2772800.jpg
雅渡-庙堰,101,2665,133.2,1889.917,20207.855,20651.759,2.197,3,0,72801,07/2772801,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_101_07_2772801.jpg
雅渡-庙堰,102,2650,132.45,1889.884,21210.035,21697.161,2.297,3,0,72802,07/2772802,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_102_07_2772802.jpg
雅渡-庙堰,103,2527,126.3,1889.799,18640.307,19317.07,3.631,2,1,72803,07/2772803,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_103_07_2772803.jpg
雅渡-庙堰,104,2661,133.0,1890.352,20615.141,20948.399,1.617,3,0,72904,07/2872904,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_104_07_2872904.jpg
雅渡-庙堰,105,2631,131.5,1889.757,20702.037,21041.642,1.64,3,0,72905,07/2872905,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_105_07_2872905.jpg
雅渡-庙堰,106,2660,132.95,1889.997,20138.554,20689.167,2.734,3,0,72906,07/2872906,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_106_07_2872906.jpg
雅渡-庙堰,107,2679,133.9,1890.16,20862.739,21244.362,1.829,3,0,72907,07/2872907,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_107_07_2872907.jpg
雅渡-庙堰,108,2646,132.25,1890.261,20382.162,20847.663,2.284,3,0,72908,07/2872908,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_108_07_2872908.jpg
雅渡-庙堰,109,2648,132.35,1890.514,20744.447,21202.26,2.207,3,0,72909,07/2872909,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_109_07_2872909.jpg
雅渡-庙堰,110,2649,132.4,1889.626,20359.691,20657.134,1.461,3,1,72910,07/2872910,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_110_07_2872910.jpg
雅渡-庙堰,111,2663,133.1,1890.395,20735.159,21179.474,2.143,3,0,73011,07/2973011,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_111_07_2973011.jpg
雅渡-庙堰,112,2642,132.05,1890.3,20767.773,21227.605,2.214,3,0,73012,07/2973012,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\雅渡-庙堰\seg_112_07_2973012.jpg
