section,segment,rows,duration_s,distance_m,real_energy_wh,fusion_energy_wh,fusion_error_pct,run_class,quality_label,service_no,date_service,figure
布政-张家潭,124,2372,118.55,1450.947,14328.54,14622.135,2.049,4,1,73124,07/3073124,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\布政-张家潭\seg_124_07_3073124.jpg
张家潭-同德路,0,3018,150.85,2019.22,18515.561,17585.081,-5.025,3,0,70100,07/0170100,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_000_07_0170100.jpg
张家潭-同德路,1,2933,146.6,2019.696,18194.696,17444.023,-4.126,2,0,70101,07/0170101,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_001_07_0170101.jpg
张家潭-同德路,2,3036,151.75,2020.359,17522.298,17121.908,-2.285,3,0,70102,07/0170102,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_002_07_0170102.jpg
张家潭-同德路,3,3009,150.4,2020.854,17933.609,17508.11,-2.373,3,0,70103,07/0170103,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_003_07_0170103.jpg
张家潭-同德路,4,3010,150.45,2021.121,17458.041,17029.165,-2.457,3,0,70104,07/0170104,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_004_07_0170104.jpg
张家潭-同德路,5,3014,150.65,2020.785,17544.987,17042.743,-2.863,3,0,70105,07/0170105,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_005_07_0170105.jpg
张家潭-同德路,6,3000,149.95,2021.511,17853.573,17523.442,-1.849,3,0,70106,07/0170106,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_006_07_0170106.jpg
张家潭-同德路,7,3005,150.2,2020.616,17411.96,16979.508,-2.484,3,1,70107,07/0170107,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_007_07_0170107.jpg
张家潭-同德路,8,3025,151.2,2020.771,17454.883,16860.786,-3.404,3,0,70208,07/0270208,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_008_07_0270208.jpg
张家潭-同德路,9,3004,150.15,2021.235,17920.705,17442.818,-2.667,3,0,70209,07/0270209,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_009_07_0270209.jpg
张家潭-同德路,10,3030,151.45,2020.716,17092.442,16765.491,-1.913,3,0,70210,07/0270210,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_010_07_0270210.jpg
张家潭-同德路,11,3031,151.5,2022.117,17587.784,17270.088,-1.806,3,0,70211,07/0270211,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_011_07_0270211.jpg
张家潭-同德路,12,2949,147.4,2020.571,18143.426,17711.943,-2.378,2,0,70212,07/0270212,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_012_07_0270212.jpg
张家潭-同德路,13,2925,146.2,2020.088,18023.942,17304.638,-3.991,2,0,70213,07/0270213,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_013_07_0270213.jpg
张家潭-同德路,14,3028,151.35,2020.947,16930.951,16576.826,-2.092,3,1,70214,07/0270214,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_014_07_0270214.jpg
张家潭-同德路,15,3010,150.45,2020.108,18184.997,17060.901,-6.181,3,0,70315,07/0370315,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_015_07_0370315.jpg
张家潭-同德路,16,3029,151.4,2020.201,17493.1,17121.169,-2.126,3,0,70316,07/0370316,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_016_07_0370316.jpg
张家潭-同德路,17,3029,151.4,2020.371,17135.045,16739.412,-2.309,3,0,70317,07/0370317,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_017_07_0370317.jpg
张家潭-同德路,18,3002,150.05,2020.412,17317.472,16868.395,-2.593,3,0,70318,07/0370318,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_018_07_0370318.jpg
张家潭-同德路,19,3030,151.45,2020.391,17250.568,16823.128,-2.478,3,0,70319,07/0370319,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_019_07_0370319.jpg
张家潭-同德路,20,3000,149.95,2020.28,17951.457,17303.525,-3.609,3,0,70320,07/0370320,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_020_07_0370320.jpg
张家潭-同德路,21,2998,149.85,2020.414,17329.75,16806.003,-3.022,3,0,70321,07/0370321,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_021_07_0370321.jpg
张家潭-同德路,22,2998,149.85,2019.471,17815.439,17579.926,-1.322,3,1,70322,07/0370322,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_022_07_0370322.jpg
张家潭-同德路,23,3020,150.95,2020.568,17719.459,17127.871,-3.339,3,0,70423,07/0470423,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_023_07_0470423.jpg
张家潭-同德路,24,3018,150.85,2019.362,18450.452,17488.382,-5.214,3,0,70424,07/0470424,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_024_07_0470424.jpg
张家潭-同德路,25,2961,148.0,2019.717,17774.1,17000.863,-4.35,2,0,70425,07/0470425,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_025_07_0470425.jpg
张家潭-同德路,26,3011,150.5,2019.137,18133.122,16996.841,-6.266,3,0,70526,07/0570526,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_026_07_0570526.jpg
张家潭-同德路,27,3003,150.1,2020.31,17776.925,17215.037,-3.161,3,0,70527,07/0570527,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_027_07_0570527.jpg
张家潭-同德路,28,3042,152.05,2019.057,17524.979,16904.452,-3.541,3,0,70528,07/0570528,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_028_07_0570528.jpg
张家潭-同德路,29,3010,150.45,2020.386,18189.168,17544.963,-3.542,3,0,70529,07/0570529,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_029_07_0570529.jpg
张家潭-同德路,30,3026,151.25,2020.168,17069.268,16599.717,-2.751,3,0,70530,07/0570530,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_030_07_0570530.jpg
张家潭-同德路,31,3035,151.7,2021.779,17552.356,17111.518,-2.512,3,0,70531,07/0570531,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_031_07_0570531.jpg
张家潭-同德路,32,3017,150.8,2020.534,18006.356,17395.035,-3.395,3,1,70532,07/0570532,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_032_07_0570532.jpg
张家潭-同德路,33,3051,152.5,2019.988,18171.59,17234.983,-5.154,3,0,70633,07/0670633,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_033_07_0670633.jpg
张家潭-同德路,34,3020,150.95,2021.037,18151.548,17547.253,-3.329,3,0,70634,07/0670634,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_034_07_0670634.jpg
张家潭-同德路,35,3037,151.8,2020.651,17535.942,17088.542,-2.551,3,0,70635,07/0670635,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_035_07_0670635.jpg
张家潭-同德路,36,3020,150.95,2020.303,17660.851,17151.584,-2.884,3,0,70636,07/0670636,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_036_07_0670636.jpg
张家潭-同德路,37,3022,151.05,2020.151,17765.52,17226.232,-3.036,3,0,70637,07/0670637,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_037_07_0670637.jpg
张家潭-同德路,38,3023,151.1,2020.88,18085.999,17511.714,-3.175,3,0,70638,07/0670638,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_038_07_0670638.jpg
张家潭-同德路,39,2987,149.3,2020.622,17501.397,16946.077,-3.173,2,0,70639,07/0670639,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_039_07_0670639.jpg
张家潭-同德路,40,2992,149.55,2018.195,15224.759,14991.094,-1.535,3,1,70640,07/0670640,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_040_07_0670640.jpg
张家潭-同德路,41,3017,150.8,2053.639,17564.428,17132.242,-2.461,3,0,70841,07/0870841,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_041_07_0870841.jpg
张家潭-同德路,42,3011,150.5,2053.635,17777.222,17708.315,-0.388,3,0,70842,07/0870842,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_042_07_0870842.jpg
张家潭-同德路,43,3012,150.55,2053.631,18080.588,17925.954,-0.855,3,0,70843,07/0870843,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_043_07_0870843.jpg
张家潭-同德路,44,3003,150.1,2053.366,18029.083,17912.681,-0.646,3,0,70844,07/0870844,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_044_07_0870844.jpg
张家潭-同德路,45,3032,151.55,2053.741,16975.589,16786.457,-1.114,3,0,70845,07/0870845,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_045_07_0870845.jpg
张家潭-同德路,46,3032,151.55,2054.33,17457.202,17238.997,-1.25,3,0,70846,07/0870846,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_046_07_0870846.jpg
张家潭-同德路,47,3034,151.65,2054.635,17665.906,17501.415,-0.931,3,1,70847,07/0870847,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_047_07_0870847.jpg
张家潭-同德路,48,3023,151.1,2053.342,18642.756,18017.111,-3.356,3,0,70948,07/0970948,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_048_07_0970948.jpg
张家潭-同德路,49,3037,151.8,2053.524,17269.774,17147.667,-0.707,3,0,70949,07/0970949,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_049_07_0970949.jpg
张家潭-同德路,50,3034,151.65,2053.625,17221.899,17271.936,0.291,3,0,70950,07/0970950,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_050_07_0970950.jpg
张家潭-同德路,51,3044,152.15,2054.437,17181.138,17086.054,-0.553,3,0,70951,07/0970951,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_051_07_0970951.jpg
张家潭-同德路,52,2996,149.75,2053.566,18085.477,17898.696,-1.033,3,0,70952,07/0970952,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_052_07_0970952.jpg
张家潭-同德路,53,3028,151.35,2053.758,17189.339,17040.599,-0.865,3,0,70953,07/0970953,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_053_07_0970953.jpg
张家潭-同德路,54,3003,150.1,2053.326,17286.607,17176.635,-0.636,3,0,70954,07/0970954,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_054_07_0970954.jpg
张家潭-同德路,55,2925,146.2,2053.661,18286.256,18181.065,-0.575,2,1,70955,07/0970955,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_055_07_0970955.jpg
张家潭-同德路,56,3013,150.6,2053.8,18074.358,17918.891,-0.86,3,0,71056,07/1071056,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_056_07_1071056.jpg
张家潭-同德路,57,3025,151.2,2052.548,17341.569,16861.538,-2.768,3,0,71057,07/1071057,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_057_07_1071057.jpg
张家潭-同德路,58,3041,152.0,2053.77,17644.305,17506.286,-0.782,3,0,71058,07/1071058,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_058_07_1071058.jpg
张家潭-同德路,59,3169,158.4,2053.014,13988.254,14387.446,2.854,4,1,71059,07/1071059,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_059_07_1071059.jpg
张家潭-同德路,60,3022,151.05,2020.092,18102.867,17310.759,-4.376,3,0,71560,07/1571560,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_060_07_1571560.jpg
张家潭-同德路,61,2998,149.85,2021.051,18126.969,17590.619,-2.959,3,0,71561,07/1571561,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_061_07_1571561.jpg
张家潭-同德路,62,3020,150.95,2021.425,18020.93,17482.895,-2.986,3,0,71562,07/1571562,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_062_07_1571562.jpg
张家潭-同德路,63,3003,150.1,2021.011,17062.229,16588.378,-2.777,3,0,71563,07/1571563,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_063_07_1571563.jpg
张家潭-同德路,64,3019,150.9,2021.218,18060.682,17541.275,-2.876,3,0,71564,07/1571564,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_064_07_1571564.jpg
张家潭-同德路,65,3017,150.8,2021.25,17999.966,17539.839,-2.556,3,0,71565,07/1571565,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_065_07_1571565.jpg
张家潭-同德路,66,3031,151.5,2021.088,17940.646,17273.232,-3.72,3,0,71666,07/1671666,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_066_07_1671666.jpg
张家潭-同德路,67,3040,151.95,2020.414,17726.814,17196.469,-2.992,3,0,71667,07/1671667,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_067_07_1671667.jpg
张家潭-同德路,68,3017,150.8,2021.296,18128.57,17489.128,-3.527,3,0,71668,07/1671668,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_068_07_1671668.jpg
张家潭-同德路,69,3037,151.8,2021.278,17755.125,17146.278,-3.429,3,0,71669,07/1671669,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_069_07_1671669.jpg
张家潭-同德路,70,3016,150.75,2020.646,18102.807,17531.398,-3.156,3,0,71670,07/1671670,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_070_07_1671670.jpg
张家潭-同德路,71,3038,151.85,2020.312,17564.364,17159.755,-2.304,3,0,71671,07/1671671,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_071_07_1671671.jpg
张家潭-同德路,72,3033,151.6,2020.488,17108.125,16697.142,-2.402,3,1,71672,07/1671672,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_072_07_1671672.jpg
张家潭-同德路,73,3000,149.95,2020.209,18372.904,17477.212,-4.875,3,0,71773,07/1771773,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_073_07_1771773.jpg
张家潭-同德路,74,2998,149.85,2019.17,18093.759,17180.222,-5.049,3,0,71874,07/1871874,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_074_07_1871874.jpg
张家潭-同德路,75,2941,147.0,2020.035,18180.762,17600.187,-3.193,2,0,71875,07/1871875,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_075_07_1871875.jpg
张家潭-同德路,76,3034,151.65,2020.987,17621.362,17089.12,-3.02,3,0,71876,07/1871876,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_076_07_1871876.jpg
张家潭-同德路,77,3040,151.95,2020.299,17193.308,16864.201,-1.914,3,0,71877,07/1871877,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_077_07_1871877.jpg
张家潭-同德路,78,3016,150.75,2020.341,17199.126,16719.469,-2.789,3,0,71878,07/1871878,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_078_07_1871878.jpg
张家潭-同德路,79,2993,149.6,2020.448,17433.667,16947.865,-2.787,3,0,71879,07/1871879,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_079_07_1871879.jpg
张家潭-同德路,80,3034,151.65,2020.972,17076.611,16720.785,-2.084,3,0,71880,07/1871880,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_080_07_1871880.jpg
张家潭-同德路,81,3124,156.15,2019.4,13268.671,13028.814,-1.808,4,1,71881,07/1871881,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_081_07_1871881.jpg
张家潭-同德路,82,3048,152.35,2020.274,17291.243,16806.143,-2.805,3,0,71982,07/1971982,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_082_07_1971982.jpg
张家潭-同德路,83,2999,149.9,2021.496,17964.105,17463.0,-2.789,3,0,71983,07/1971983,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_083_07_1971983.jpg
张家潭-同德路,84,2974,148.65,2020.372,17975.536,17264.389,-3.956,2,0,71984,07/1971984,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_084_07_1971984.jpg
张家潭-同德路,85,3034,151.65,2021.736,17110.757,16742.183,-2.154,3,0,71985,07/1971985,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_085_07_1971985.jpg
张家潭-同德路,86,2942,147.05,2020.618,17880.903,17011.52,-4.862,2,0,71986,07/1971986,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_086_07_1971986.jpg
张家潭-同德路,87,3009,150.4,2021.217,18019.83,17405.489,-3.409,3,0,71987,07/1971987,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_087_07_1971987.jpg
张家潭-同德路,88,2987,149.3,2021.741,17809.038,17170.804,-3.584,2,1,71988,07/1971988,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_088_07_1971988.jpg
张家潭-同德路,89,3033,151.6,2054.1,17161.283,17194.43,0.193,3,0,72689,07/2672689,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_089_07_2672689.jpg
张家潭-同德路,90,3025,151.2,2053.826,17107.462,17104.741,-0.016,3,0,72690,07/2672690,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_090_07_2672690.jpg
张家潭-同德路,91,3031,151.5,2054.4,17000.665,17046.572,0.27,3,0,72691,07/2672691,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_091_07_2672691.jpg
张家潭-同德路,92,3023,151.1,2053.979,17348.533,17499.024,0.867,3,0,72692,07/2672692,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_092_07_2672692.jpg
张家潭-同德路,93,2940,146.95,2053.646,17767.419,17588.373,-1.008,2,0,72693,07/2672693,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_093_07_2672693.jpg
张家潭-同德路,94,2933,146.6,2053.883,17665.506,17517.193,-0.84,2,0,72694,07/2672694,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_094_07_2672694.jpg
张家潭-同德路,95,3037,151.8,2053.535,17307.562,17347.188,0.229,3,1,72695,07/2672695,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_095_07_2672695.jpg
张家潭-同德路,96,3005,150.2,2053.928,18089.777,17577.422,-2.832,3,0,72796,07/2772796,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_096_07_2772796.jpg
张家潭-同德路,97,3013,150.6,2053.499,18204.696,17995.156,-1.151,3,0,72797,07/2772797,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_097_07_2772797.jpg
张家潭-同德路,98,3034,151.65,2053.381,17814.491,17610.432,-1.145,3,0,72798,07/2772798,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_098_07_2772798.jpg
张家潭-同德路,99,2985,149.2,2053.273,17424.847,17103.299,-1.845,2,0,72799,07/2772799,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_099_07_2772799.jpg
张家潭-同德路,100,3045,152.2,2053.328,17374.144,17301.092,-0.42,3,0,72800,07/2772800,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_100_07_2772800.jpg
张家潭-同德路,101,3036,151.75,2054.11,17732.203,17627.241,-0.592,3,0,72801,07/2772801,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_101_07_2772801.jpg
张家潭-同德路,102,3011,150.5,2053.542,17531.344,17327.687,-1.162,3,0,72802,07/2772802,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_102_07_2772802.jpg
张家潭-同德路,103,3035,151.7,2053.502,15586.459,15546.928,-0.254,3,1,72803,07/2772803,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_103_07_2772803.jpg
张家潭-同德路,104,3055,152.7,2053.842,17406.238,17299.066,-0.616,3,0,72904,07/2872904,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_104_07_2872904.jpg
张家潭-同德路,105,3019,150.9,2054.116,17698.838,17534.733,-0.927,3,0,72905,07/2872905,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_105_07_2872905.jpg
张家潭-同德路,106,3018,150.85,2054.036,17267.516,17185.317,-0.476,3,0,72906,07/2872906,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_106_07_2872906.jpg
张家潭-同德路,107,3034,151.65,2053.35,17674.542,17514.118,-0.908,3,0,72907,07/2872907,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_107_07_2872907.jpg
张家潭-同德路,108,3010,150.45,2054.571,17937.344,17860.093,-0.431,3,0,72908,07/2872908,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_108_07_2872908.jpg
张家潭-同德路,109,3014,150.65,2054.672,17770.316,17762.528,-0.044,3,0,72909,07/2872909,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_109_07_2872909.jpg
张家潭-同德路,110,3039,151.9,2054.094,17705.02,17517.293,-1.06,3,1,72910,07/2872910,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_110_07_2872910.jpg
张家潭-同德路,111,3017,150.8,2054.312,17836.786,17707.997,-0.722,3,0,73011,07/2973011,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_111_07_2973011.jpg
张家潭-同德路,112,3035,151.7,2054.132,17403.137,17345.091,-0.334,3,0,73012,07/2973012,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_112_07_2973012.jpg
张家潭-同德路,113,3047,152.3,2054.183,17198.809,17135.773,-0.367,3,0,73013,07/2973013,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_113_07_2973013.jpg
张家潭-同德路,114,3035,151.7,2054.101,17542.676,17443.255,-0.567,3,0,73014,07/2973014,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_114_07_2973014.jpg
张家潭-同德路,115,3054,152.65,2054.162,17007.317,17143.639,0.802,3,0,73015,07/2973015,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_115_07_2973015.jpg
张家潭-同德路,116,3029,151.4,2054.709,17553.915,17594.531,0.231,3,0,73016,07/2973016,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_116_07_2973016.jpg
张家潭-同德路,117,3044,152.15,2054.053,17028.574,17064.59,0.212,3,1,73017,07/2973017,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_117_07_2973017.jpg
张家潭-同德路,118,3057,152.8,2053.863,17424.448,16631.54,-4.551,3,0,73118,07/3073118,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_118_07_3073118.jpg
张家潭-同德路,119,3042,152.05,2054.37,16947.413,16742.134,-1.211,3,0,73119,07/3073119,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_119_07_3073119.jpg
张家潭-同德路,120,3021,151.0,2054.286,17597.006,17483.788,-0.643,3,0,73120,07/3073120,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\张家潭-同德路\seg_120_07_3073120.jpg
