站间区间,运行等级,运行时长(s),预测能耗(Wh),峰值速度(kmh),曲线来源,父等级,支持等级,真实样本数,父等级真实样本数,样本可靠性,DP候选阶段,全局趟次ID,历史segment,历史来源run_id,趟次选择方式
院士路-盎孟港,class4,96.0,13453.98,56.5362,extrapolated_adjacent,class3,class3,0,99,generated,allow_extrapolated,UP019_20240703_130112_R967,18,985,traceability
盎孟港-三官堂,class2,132.0,17905.98,76.317,real,class2,class2,52,52,strong,real_only,UP019_20240703_130112_R967,18,986,traceability
盎孟港-三官堂,class3,138.9,17393.22,68.9399,real,class3,class3,52,52,strong,real_only,UP019_20240703_130112_R967,18,986,traceability
盎孟港-三官堂,class4,146.0,16518.19,63.6563,extrapolated_adjacent,class3,class3,0,52,generated,allow_extrapolated,UP019_20240703_130112_R967,18,986,traceability
三官堂-兴庄路,class1,94.0,13545.81,76.0601,extrapolated_adjacent,class2,class2,0,46,generated,allow_extrapolated,UP019_20240703_130112_R967,18,987,traceability
三官堂-兴庄路,class2,99.0,12379.33,61.7533,real,class2,class2,46,46,strong,real_only,UP019_20240703_130112_R967,18,987,traceability
三官堂-兴庄路,class3,104.0,11353.01,53.7287,real,class3,class3,58,58,strong,real_only,UP019_20240703_130112_R967,18,987,traceability
三官堂-兴庄路,class4,109.0,10777.84,48.7312,extrapolated_adjacent,class3,class3,0,58,generated,allow_extrapolated,UP019_20240703_130112_R967,18,987,traceability
兴庄路-兴海南路,class2,87.0,16270.83,79.8469,real,class2,class2,30,30,strong,real_only,UP019_20240703_130112_R967,18,988,traceability
兴庄路-兴海南路,class4,96.0,9182.21,53.818,extrapolated_adjacent,class3,class3,0,72,generated,allow_extrapolated,UP019_20240703_130112_R967,18,988,traceability
兴海南路-梅堰,class3,82.0,11110.94,69.8334,real,class3,class3,73,73,strong,real_only,UP019_20240703_130112_R967,18,989,traceability
兴海南路-梅堰,class4,86.0,9359.48,53.8927,extrapolated_adjacent,class3,class3,0,73,generated,allow_extrapolated,UP019_20240703_130112_R967,18,989,traceability
梅堰-永茂路,class3,313.0,30296.16,67.3094,real,class3,class3,20,20,strong,real_only,UP019_20240703_130112_R967,13,990,traceability
梅堰-永茂路,class4,329.0,26009.95,57.9722,real,class4,class4,26,26,strong,real_only,UP019_20240703_130112_R967,13,990,traceability
梅堰-永茂路,class5,345.1,23414.6,52.7569,extrapolated_adjacent,class4,class4,0,26,generated,allow_extrapolated,UP019_20240703_130112_R967,13,990,traceability
永茂路-镇海大道,class2,141.0,17968.87,79.6934,real,class2,class2,59,59,strong,real_only,UP019_20240703_130112_R967,18,991,traceability
永茂路-镇海大道,class3,148.0,17149.92,72.5627,interpolated,class2,class2|class4,0,59,generated,allow_interpolated,UP019_20240703_130112_R967,18,991,traceability
永茂路-镇海大道,class4,156.0,15822.75,66.5855,real,class4,class4,1,1,weak,real_only,UP019_20240703_130112_R967,18,991,traceability
永茂路-镇海大道,class5,164.1,14710.2,61.0206,extrapolated_adjacent,class4,class4,0,1,generated,allow_extrapolated,UP019_20240703_130112_R967,18,991,traceability
镇海大道-骆驼桥,class2,116.0,19884.8,79.6939,real,class2,class2,101,101,strong,real_only,UP019_20240703_130112_R967,18,992,traceability
镇海大道-骆驼桥,class3,122.0,19030.24,71.8166,real,class3,class3,1,1,weak,real_only,UP019_20240703_130112_R967,18,992,traceability
镇海大道-骆驼桥,class4,128.0,17084.41,65.0024,real,class4,class4,1,1,weak,real_only,UP019_20240703_130112_R967,18,992,traceability
镇海大道-骆驼桥,class5,134.0,15665.22,59.131,extrapolated_adjacent,class4,class4,0,1,generated,allow_extrapolated,UP019_20240703_130112_R967,18,992,traceability
