section,segment,rows,duration_s,distance_m,real_energy_wh,mlp_energy_wh,mlp_error_pct,run_class,quality_label,service_no,date_service,source_file,figure
石碶-雅渡,106,1681,84.0,840.932,13049.171,13275.755,1.736,3,0,72906,07/2872906,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_106_07_2872906.jpg
石碶-雅渡,107,1697,84.8,840.332,9997.812,10511.531,5.138,4,0,72907,07/2872907,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_107_07_2872907.jpg
石碶-雅渡,108,1702,85.05,840.361,11590.327,11973.699,3.308,4,0,72908,07/2872908,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_108_07_2872908.jpg
石碶-雅渡,109,1676,83.75,840.801,13061.15,13235.177,1.332,3,0,72909,07/2872909,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_109_07_2872909.jpg
石碶-雅渡,110,1678,83.85,840.379,13232.789,13484.312,1.901,3,1,72910,07/2872910,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_110_07_2872910.jpg
石碶-雅渡,111,1571,78.5,841.141,13406.0,13561.37,1.159,2,0,73011,07/2973011,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_111_07_2973011.jpg
石碶-雅渡,112,1693,84.6,840.404,11413.482,11788.581,3.286,4,0,73012,07/2973012,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_112_07_2973012.jpg
石碶-雅渡,113,1584,79.15,839.879,12339.323,12502.734,1.324,2,0,73013,07/2973013,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_113_07_2973013.jpg
石碶-雅渡,114,1571,78.5,840.425,12991.384,13209.612,1.68,2,0,73014,07/2973014,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_114_07_2973014.jpg
石碶-雅渡,115,1623,81.1,840.359,12657.923,12895.943,1.88,3,0,73015,07/2973015,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_115_07_2973015.jpg
石碶-雅渡,116,1678,83.85,840.55,13101.676,13383.744,2.153,3,0,73016,07/2973016,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_116_07_2973016.jpg
石碶-雅渡,117,1668,83.35,841.108,13010.137,13261.819,1.935,3,1,73017,07/2973017,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_117_07_2973017.jpg
石碶-雅渡,118,1654,82.65,840.408,12435.246,12576.815,1.138,3,0,73118,07/3073118,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_118_07_3073118.jpg
石碶-雅渡,119,1644,82.15,840.376,12844.03,13014.998,1.331,3,0,73119,07/3073119,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_119_07_3073119.jpg
石碶-雅渡,120,1641,82.0,840.121,12674.107,12849.925,1.387,3,0,73120,07/3073120,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_120_07_3073120.jpg
石碶-雅渡,121,1630,81.45,839.823,12549.47,12823.316,2.182,3,0,73121,07/3073121,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_121_07_3073121.jpg
石碶-雅渡,122,1631,81.5,840.86,11566.911,11839.268,2.355,3,0,73122,07/3073122,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_122_07_3073122.jpg
石碶-雅渡,123,1645,82.2,840.026,12977.816,13126.219,1.144,3,0,73123,07/3073123,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_123_07_3073123.jpg
石碶-雅渡,124,1666,83.25,840.27,12825.914,13035.353,1.633,3,1,73124,07/3073124,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_124_07_3073124.jpg
