序号,区间,segment,来源run_id,绝对开始时间,绝对结束时间,趟次选择方式,数据读取来源,样本数,运行时间(s),区间里程(km),重量(t),历史真实能耗(kWh),Simu物理机械能耗(kWh),Simu-真实(kWh),相对差异(%)
12,大洋江-泗港,4,231,2024-07-01 15:18:20,2024-07-01 15:19:52,traceability-cache,cache,1851,92.5,0.9583620833333363,215.74,10.679517606000001,10.847756322108932,0.16823871610893001,1.5753400323476183
13,泗港-曹隘,4,232,2024-07-01 15:20:22,2024-07-01 15:22:36,traceability-cache,cache,2696,134.75,1.799510833333341,215.74,22.526526425388887,23.077167007078494,0.5506405816896041,2.4444096319661406
14,曹隘-柳隘,4,233,2024-07-01 15:23:08,2024-07-01 15:24:54,traceability-cache,cache,2135,106.7,1.307607361111109,215.64,20.827520372951383,21.867002083445513,1.0394817104941285,4.990904783096979
15,柳隘-海晏北路,4,234,2024-07-01 15:25:25,2024-07-01 15:26:53,traceability-cache,cache,1775,88.7,0.9810879166666671,215.84,13.379494168493057,14.095141421901616,0.7156472534085587,5.348836393933439
16,海晏北路-民安东路,4,235,2024-07-01 15:27:38,2024-07-01 15:29:02,traceability-cache,cache,1680,83.95,0.8655016666666664,216.04,15.568865650041666,15.958424947888437,0.3895592978467721,2.5021687938178694
17,民安东路-会展中心,4,236,2024-07-01 15:29:32,2024-07-01 15:30:48,traceability-cache,cache,1524,76.15,0.7264640277777774,216.14,12.272752666833332,12.774192948369272,0.5014402815359408,4.085801247270834
18,会展中心-院士路,4,237,2024-07-01 15:31:18,2024-07-01 15:33:13,traceability-cache,cache,2300,114.95,1.553420833333337,215.84,14.797939397020835,15.026009790062556,0.2280703930417203,1.5412307546524764
19,院士路-盎孟港,4,238,2024-07-01 15:33:43,2024-07-01 15:35:14,traceability-cache,cache,1814,90.65,0.9947029166666701,215.64,19.729053286902776,19.871048236336016,0.14199494943323954,0.7197251047393314
20,盎孟港-三官堂,4,239,2024-07-01 15:35:44,2024-07-01 15:38:00,traceability-cache,cache,2732,136.55,1.878528749999997,215.74,17.019374215104165,16.022814675438102,-0.9965595396660628,-5.8554417281785085
21,三官堂-兴庄路,4,240,2024-07-01 15:38:34,2024-07-01 15:40:19,traceability-cache,cache,2100,104.95,1.080877222222221,215.84,10.566747129097225,10.570146135659247,0.0033990065620218956,0.03216700958672692
22,兴庄路-兴海南路,4,241,2024-07-01 15:40:50,2024-07-01 15:42:22,traceability-cache,cache,1843,92.1,0.9587109722222206,215.64,11.051914118118054,11.233640299517269,0.1817261813992136,1.6442959966663073
23,兴海南路-梅堰,4,242,2024-07-01 15:42:52,2024-07-01 15:44:13,traceability-cache,cache,1626,81.25,0.8337690277777792,215.64,12.047534933479165,13.085351906446082,1.037816972966917,8.614351223692278
24,梅堰-永茂路,3,243,2024-07-01 15:44:49,2024-07-01 15:50:18,traceability-cache,cache,6583,329.1,3.675895000000008,215.34,26.082744929229168,25.63613480322539,-0.4466101260037794,-1.7122819213068856
25,永茂路-镇海大道,4,244,2024-07-01 15:50:45,2024-07-01 15:53:08,traceability-cache,cache,2848,142.35,2.132205972222225,215.44,17.808470992479165,17.45860122685616,-0.3498697656230033,-1.9646255187812562
26,镇海大道-骆驼桥,4,245,2024-07-01 15:53:36,2024-07-01 15:55:32,traceability-cache,cache,2333,116.6,1.59639680555556,215.24,19.865409671034723,18.38849779734001,-1.4769118736947129,-7.43459056798694
