站间区间,运行等级,运行时长(s),预测能耗(Wh),峰值速度(kmh),曲线来源,父等级,支持等级,真实样本数,父等级真实样本数,样本可靠性,DP候选阶段,全局趟次ID,历史segment,历史来源run_id,趟次选择方式
石碶-雅渡,class5,90.0,8901.14,50.8958,extrapolated_adjacent,class4,class4,0,8,generated,allow_extrapolated,UP006_20240701_171011_R274,5,277,traceability
雅渡-庙堰,class2,129.0,20689.35,79.0115,real,class2,class2,32,32,strong,real_only,UP006_20240701_171011_R274,5,278,traceability
雅渡-庙堰,class3,131.9,19994.7,75.5114,real,class3,class3,67,67,strong,real_only,UP006_20240701_171011_R274,5,278,traceability
雅渡-庙堰,class4,139.0,18278.65,69.0026,real,class4,class4,10,10,strong,real_only,UP006_20240701_171011_R274,5,278,traceability
雅渡-庙堰,class5,146.0,16122.36,62.5936,extrapolated_adjacent,class4,class4,0,10,generated,allow_extrapolated,UP006_20240701_171011_R274,5,278,traceability
庙堰-钟公庙,class3,96.0,12670.01,69.1047,real,class3,class3,84,84,strong,real_only,UP006_20240701_171011_R274,5,279,traceability
庙堰-钟公庙,class4,101.0,11004.41,58.1883,extrapolated_adjacent,class3,class3,0,84,generated,allow_extrapolated,UP006_20240701_171011_R274,5,279,traceability
钟公庙-鄞州区政府,class3,90.0,10448.81,68.6183,real,class3,class3,108,108,strong,real_only,UP006_20240701_171011_R274,5,280,traceability
钟公庙-鄞州区政府,class4,95.0,8064.58,59.8645,real,class4,class4,1,1,weak,real_only,UP006_20240701_171011_R274,5,280,traceability
钟公庙-鄞州区政府,class5,99.0,6215.93,53.292,extrapolated_adjacent,class4,class4,0,1,generated,allow_extrapolated,UP006_20240701_171011_R274,5,280,traceability
鄞州区政府-钱湖南路,class2,128.0,19075.66,77.1065,real,class2,class2,45,45,strong,real_only,UP006_20240701_171011_R274,5,281,traceability
鄞州区政府-钱湖南路,class3,132.1,16646.24,71.1313,real,class3,class3,62,62,strong,real_only,UP006_20240701_171011_R274,5,281,traceability
鄞州区政府-钱湖南路,class4,139.0,15883.22,64.1845,extrapolated_adjacent,class3,class3,0,62,generated,allow_extrapolated,UP006_20240701_171011_R274,5,281,traceability
钱湖南路-南高教园区,class3,100.0,14077.79,70.3357,real,class3,class3,63,63,strong,real_only,UP006_20240701_171011_R274,5,282,traceability
钱湖南路-南高教园区,class4,105.0,12236.66,60.2913,extrapolated_adjacent,class3,class3,0,63,generated,allow_extrapolated,UP006_20240701_171011_R274,5,282,traceability
南高教园区-下应路,class2,110.0,21429.58,78.6937,real,class2,class2,44,44,strong,real_only,UP006_20240701_171011_R274,5,283,traceability
南高教园区-下应路,class3,114.0,18936.36,70.8315,real,class3,class3,63,63,strong,real_only,UP006_20240701_171011_R274,5,283,traceability
南高教园区-下应路,class4,120.0,17116.41,62.5044,extrapolated_adjacent,class3,class3,0,63,generated,allow_extrapolated,UP006_20240701_171011_R274,5,283,traceability
下应路-大洋江,class2,101.0,13829.28,73.0005,real,class2,class2,41,41,strong,real_only,UP006_20240701_171011_R274,5,284,traceability
下应路-大洋江,class3,106.0,11784.42,62.6717,real,class3,class3,65,65,strong,real_only,UP006_20240701_171011_R274,5,284,traceability
下应路-大洋江,class4,111.0,12275.54,58.9497,real,class4,class4,1,1,weak,real_only,UP006_20240701_171011_R274,5,284,traceability
下应路-大洋江,class5,117.0,11329.09,52.235,extrapolated_adjacent,class4,class4,0,1,generated,allow_extrapolated,UP006_20240701_171011_R274,5,284,traceability
大洋江-泗港,class3,92.0,11035.64,60.955,real,class3,class3,99,99,strong,real_only,UP006_20240701_171011_R274,5,285,traceability
大洋江-泗港,class4,96.0,9822.56,53.4127,extrapolated_adjacent,class3,class3,0,99,generated,allow_extrapolated,UP006_20240701_171011_R274,5,285,traceability
泗港-曹隘,class2,128.1,20915.96,78.3111,real,class2,class2,6,6,strong,real_only,UP006_20240701_171011_R274,5,286,traceability
泗港-曹隘,class4,137.0,23674.93,75.5316,real,class4,class4,82,82,strong,real_only,UP006_20240701_171011_R274,5,286,traceability
泗港-曹隘,class5,143.0,22035.15,66.4822,extrapolated_adjacent,class4,class4,0,82,generated,allow_extrapolated,UP006_20240701_171011_R274,5,286,traceability
曹隘-柳隘,class2,106.0,22146.36,79.8019,real,class2,class2,68,68,strong,real_only,UP006_20240701_171011_R274,5,287,traceability
曹隘-柳隘,class3,108.0,20601.93,73.3086,real,class3,class3,38,38,strong,real_only,UP006_20240701_171011_R274,5,287,traceability
曹隘-柳隘,class4,113.0,16455.82,61.633,real,class4,class4,1,1,weak,real_only,UP006_20240701_171011_R274,5,287,traceability
曹隘-柳隘,class5,119.0,13765.78,54.6398,extrapolated_adjacent,class4,class4,0,1,generated,allow_extrapolated,UP006_20240701_171011_R274,5,287,traceability
柳隘-海晏北路,class3,92.0,11864.05,64.8124,real,class3,class3,35,35,strong,real_only,UP006_20240701_171011_R274,5,288,traceability
柳隘-海晏北路,class4,96.0,10690.93,55.7057,extrapolated_adjacent,class3,class3,0,35,generated,allow_extrapolated,UP006_20240701_171011_R274,5,288,traceability
海晏北路-民安东路,class3,85.0,15446.56,67.8617,real,class3,class3,41,41,strong,real_only,UP006_20240701_171011_R274,5,289,traceability
海晏北路-民安东路,class4,89.0,13020.19,54.6404,extrapolated_adjacent,class3,class3,0,41,generated,allow_extrapolated,UP006_20240701_171011_R274,5,289,traceability
民安东路-会展中心,class2,76.0,16196.67,79.546,real,class2,class2,96,96,strong,real_only,UP006_20240701_171011_R274,5,290,traceability
民安东路-会展中心,class3,79.0,12466.34,60.2777,real,class3,class3,8,8,strong,real_only,UP006_20240701_171011_R274,5,290,traceability
民安东路-会展中心,class4,83.0,7664.18,48.5512,extrapolated_adjacent,class3,class3,0,8,generated,allow_extrapolated,UP006_20240701_171011_R274,5,290,traceability
会展中心-院士路,class3,115.0,15848.39,77.6321,real,class3,class3,104,104,strong,real_only,UP006_20240701_171011_R274,5,291,traceability
会展中心-院士路,class4,121.0,14250.58,67.4907,extrapolated_adjacent,class3,class3,0,104,generated,allow_extrapolated,UP006_20240701_171011_R274,5,291,traceability
院士路-盎孟港,class3,91.0,18797.64,72.2139,real,class3,class3,99,99,strong,real_only,UP006_20240701_171011_R274,5,292,traceability
院士路-盎孟港,class4,96.0,14907.11,56.5362,extrapolated_adjacent,class3,class3,0,99,generated,allow_extrapolated,UP006_20240701_171011_R274,5,292,traceability
盎孟港-三官堂,class2,132.0,18772.4,76.317,real,class2,class2,52,52,strong,real_only,UP006_20240701_171011_R274,5,293,traceability
盎孟港-三官堂,class3,138.9,18767.33,68.9399,real,class3,class3,52,52,strong,real_only,UP006_20240701_171011_R274,5,293,traceability
盎孟港-三官堂,class4,146.0,18176.2,63.6563,extrapolated_adjacent,class3,class3,0,52,generated,allow_extrapolated,UP006_20240701_171011_R274,5,293,traceability
三官堂-兴庄路,class1,94.0,13581.72,76.0601,extrapolated_adjacent,class2,class2,0,46,generated,allow_extrapolated,UP006_20240701_171011_R274,5,294,traceability
三官堂-兴庄路,class2,99.0,11972.09,61.7533,real,class2,class2,46,46,strong,real_only,UP006_20240701_171011_R274,5,294,traceability
三官堂-兴庄路,class3,104.0,10861.04,53.7287,real,class3,class3,58,58,strong,real_only,UP006_20240701_171011_R274,5,294,traceability
三官堂-兴庄路,class4,109.0,10220.09,48.7312,extrapolated_adjacent,class3,class3,0,58,generated,allow_extrapolated,UP006_20240701_171011_R274,5,294,traceability
兴庄路-兴海南路,class2,87.0,16121.27,79.8469,real,class2,class2,30,30,strong,real_only,UP006_20240701_171011_R274,5,295,traceability
兴庄路-兴海南路,class4,96.0,9922.63,53.818,extrapolated_adjacent,class3,class3,0,72,generated,allow_extrapolated,UP006_20240701_171011_R274,5,295,traceability
兴海南路-梅堰,class3,82.0,11418.99,69.8334,real,class3,class3,73,73,strong,real_only,UP006_20240701_171011_R274,5,296,traceability
兴海南路-梅堰,class4,86.0,9769.73,53.8927,extrapolated_adjacent,class3,class3,0,73,generated,allow_extrapolated,UP006_20240701_171011_R274,5,296,traceability
梅堰-永茂路,class3,313.0,30300.46,67.3094,real,class3,class3,20,20,strong,real_only,UP006_20240701_171011_R274,4,297,traceability
梅堰-永茂路,class4,329.0,26848.41,57.9722,real,class4,class4,26,26,strong,real_only,UP006_20240701_171011_R274,4,297,traceability
梅堰-永茂路,class5,345.1,23741.9,52.7569,extrapolated_adjacent,class4,class4,0,26,generated,allow_extrapolated,UP006_20240701_171011_R274,4,297,traceability
永茂路-镇海大道,class2,141.0,17266.74,79.6934,real,class2,class2,59,59,strong,real_only,UP006_20240701_171011_R274,5,298,traceability
永茂路-镇海大道,class3,148.0,17462.15,72.5627,interpolated,class2,class2|class4,0,59,generated,allow_interpolated,UP006_20240701_171011_R274,5,298,traceability
永茂路-镇海大道,class4,156.0,16248.19,66.5855,real,class4,class4,1,1,weak,real_only,UP006_20240701_171011_R274,5,298,traceability
永茂路-镇海大道,class5,164.1,16054.79,61.0206,extrapolated_adjacent,class4,class4,0,1,generated,allow_extrapolated,UP006_20240701_171011_R274,5,298,traceability
镇海大道-骆驼桥,class2,116.0,20254.56,79.6939,real,class2,class2,101,101,strong,real_only,UP006_20240701_171011_R274,5,299,traceability
镇海大道-骆驼桥,class3,122.0,19405.42,71.8166,real,class3,class3,1,1,weak,real_only,UP006_20240701_171011_R274,5,299,traceability
镇海大道-骆驼桥,class4,128.0,17327.99,65.0024,real,class4,class4,1,1,weak,real_only,UP006_20240701_171011_R274,5,299,traceability
镇海大道-骆驼桥,class5,134.0,15858.56,59.131,extrapolated_adjacent,class4,class4,0,1,generated,allow_extrapolated,UP006_20240701_171011_R274,5,299,traceability
