section,segment,rows,duration_s,distance_m,real_energy_wh,mlp_energy_wh,mlp_error_pct,run_class,quality_label,service_no,date_service,source_file,figure
同德路-石碶,108,2219,110.9,1352.293,11748.726,12076.963,2.794,3,0,72908,07/2872908,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_108_07_2872908.jpg
同德路-石碶,109,2210,110.45,1352.328,12433.823,12835.466,3.23,3,0,72909,07/2872909,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_109_07_2872909.jpg
同德路-石碶,110,2204,110.15,1353.178,12042.853,12396.972,2.94,3,1,72910,07/2872910,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_110_07_2872910.jpg
同德路-石碶,111,2115,105.7,1352.641,14725.005,15035.2,2.107,2,0,73011,07/2973011,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_111_07_2973011.jpg
同德路-石碶,112,2215,110.7,1352.567,11794.189,12198.616,3.429,3,0,73012,07/2973012,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_112_07_2973012.jpg
同德路-石碶,113,2184,109.15,1352.345,14297.402,14499.556,1.414,3,0,73013,07/2973013,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_113_07_2973013.jpg
同德路-石碶,114,2182,109.05,1352.155,14068.526,14307.43,1.698,3,0,73014,07/2973014,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_114_07_2973014.jpg
同德路-石碶,115,2122,106.05,1353.312,16288.043,16523.056,1.443,2,0,73015,07/2973015,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_115_07_2973015.jpg
同德路-石碶,116,2104,105.15,1352.313,14756.052,14975.091,1.484,2,0,73016,07/2973016,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_116_07_2973016.jpg
同德路-石碶,117,2216,110.75,1352.43,12011.808,12369.847,2.981,3,1,73017,07/2973017,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_117_07_2973017.jpg
同德路-石碶,118,2102,105.05,1353.358,15552.038,15828.326,1.777,2,0,73118,07/3073118,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_118_07_3073118.jpg
同德路-石碶,119,2221,111.0,1352.433,13934.278,14311.68,2.708,3,0,73119,07/3073119,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_119_07_3073119.jpg
同德路-石碶,120,2218,110.85,1352.294,13711.268,13991.506,2.044,3,0,73120,07/3073120,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_120_07_3073120.jpg
同德路-石碶,121,2213,110.6,1352.465,14007.122,14263.76,1.832,3,0,73121,07/3073121,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_121_07_3073121.jpg
同德路-石碶,122,2122,106.05,1352.715,15325.737,15757.274,2.816,2,0,73122,07/3073122,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_122_07_3073122.jpg
同德路-石碶,123,2239,111.9,1352.702,13899.315,14299.521,2.879,4,0,73123,07/3073123,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_123_07_3073123.jpg
同德路-石碶,124,2219,110.9,1352.338,13755.118,14063.544,2.242,3,1,73124,07/3073124,results_同德路-石碶.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\同德路-石碶\triple_axis_mlp\seg_124_07_3073124.jpg
