序号,区间,segment,来源run_id,绝对开始时间,绝对结束时间,趟次选择方式,数据读取来源,样本数,运行时间(s),区间里程(km),重量(t),历史真实能耗(kWh),Simu物理机械能耗(kWh),Simu-真实(kWh),相对差异(%)
13,泗港-曹隘,41,2264,2024-07-08 08:00:43,2024-07-08 08:02:54,traceability-cache+mass,cache+mass,2617,130.8,1.8257340277777772,238.9,24.5210085024375,25.136351520167114,0.6153430177296141,2.509452323987597
14,曹隘-柳隘,41,2265,2024-07-08 08:03:25,2024-07-08 08:05:11,traceability-cache+mass,cache+mass,2122,106.05,1.327565555555549,243.1,23.54924768536805,24.978187038353575,1.4289393529855223,6.067876868412111
15,柳隘-海晏北路,41,2266,2024-07-08 08:05:41,2024-07-08 08:07:10,traceability-cache+mass,cache+mass,1778,88.85,0.9960655555555556,244.9,16.450083934180558,17.6615883030611,1.2115043688805418,7.364730622214247
16,海晏北路-民安东路,41,2267,2024-07-08 08:07:55,2024-07-08 08:09:18,traceability-cache+mass,cache+mass,1673,83.6,0.8779791666666642,247.7,17.469422603826388,18.475717960471037,1.0062953566446486,5.760324078623161
17,民安东路-会展中心,40,2268,2024-07-08 08:09:47,2024-07-08 08:11:04,traceability-cache+mass,cache+mass,1538,76.85,0.7367140277777763,240.1,13.141312121402779,14.180993241947235,1.0396811205444574,7.911547271228468
18,会展中心-院士路,40,2269,2024-07-08 08:11:34,2024-07-08 08:13:29,traceability-cache+mass,cache+mass,2294,114.65,1.576022500000003,232.2,15.882842071090277,16.850265477972815,0.9674234068825371,6.090996828857396
19,院士路-盎孟港,40,2270,2024-07-08 08:13:59,2024-07-08 08:15:29,traceability-cache+mass,cache+mass,1803,90.1,1.010387222222222,225.2,20.541933064743056,21.492371927812176,0.950438863069121,4.626822899644227
20,盎孟港-三官堂,40,2271,2024-07-08 08:15:59,2024-07-08 08:18:09,traceability-cache+mass,cache+mass,2614,130.65,1.906821666666672,219.02,17.548735981375,17.456066769988563,-0.09266921138643738,-0.5280677279821748
21,三官堂-兴庄路,40,2272,2024-07-08 08:18:39,2024-07-08 08:20:17,traceability-cache+mass,cache+mass,1959,97.9,1.097784166666668,216.94,11.424686395444445,11.936785769517886,0.5120993740734412,4.482393269697442
22,兴庄路-兴海南路,40,2273,2024-07-08 08:20:48,2024-07-08 08:22:17,traceability-cache+mass,cache+mass,1779,88.9,0.9740726388888897,216.04,16.175605823354168,17.46327356898198,1.287667745627812,7.960553438862187
23,兴海南路-梅堰,40,2274,2024-07-08 08:22:46,2024-07-08 08:24:08,traceability-cache+mass,cache+mass,1624,81.15,0.8464801388888891,215.64,13.275824006888888,14.369515074759915,1.0936910678710265,8.238216078365493
24,梅堰-永茂路,32,2275,2024-07-08 08:24:37,2024-07-08 08:29:55,traceability-cache+mass,cache+mass,6369,318.4,3.734258333333324,215.64,28.6502488453125,29.452416899586243,0.8021680542737413,2.7998641778114433
25,永茂路-镇海大道,40,2276,2024-07-08 08:30:23,2024-07-08 08:32:45,traceability-cache+mass,cache+mass,2833,141.6,2.1643811111111124,215.64,17.804943392819446,18.138581447497323,0.33363805467787827,1.8738506903225043
26,镇海大道-骆驼桥,40,2277,2024-07-08 08:33:12,2024-07-08 08:35:09,traceability-cache+mass,cache+mass,2335,116.7,1.620428749999999,215.54,20.42689927992361,19.64278869565201,-0.7841105842716024,-3.8386177634030747
